x-axis  iteracoes           pares por instancia
1       0.128846153846154	0.128846153846154
2       0.174358974358974	0.0558760683760684
3       0.157692307692308	0.0714209401709402
4       0.0961538461538462	0.0526175213675214
5       0.0820512820512821	0.0484508547008547
6       0.066025641025641	0.0440705128205128
7       0.0653846153846154	0.0577457264957265
8       0.0653846153846154	0.0526175213675214
9       0.0660256410256411	0.0496260683760684
10      0.0653846153846154	0.0660790598290598
11      0.0660256410256411	0.0579594017094017
12      0.0737179487179488	0.0528311965811966
13      0.0576923076923077	0.0583867521367521
14      0.0737179487179488	0.0632478632478633
15      0.0737179487179488	0.066025641025641
16      0.0737179487179488	0.0576923076923077
17      0.0820512820512821	0.0799145299145299
18      0.0737179487179488	0.0632478632478633
19      0.0820512820512821	0.0743589743589744
20      0.0737179487179488	0.0576923076923077

