x-axis  iteracoes           pares por instancia
1       0.885800185013876	0.885800185013876
2       0.867414431082331	0.857007400555042
3       0.866651248843663	0.872109158186864
4       0.854972247918594	0.876572617946346
5       0.847432932469935	0.875416281221091
6       0.81972710453284	0.873126734505088
7       0.80781683626272	0.879648473635523
8       0.822710453283996	0.872086031452359
9       0.816234967622572	0.856868640148011
10      0.810846438482886	0.856914893617021
11      0.830018501387604	0.86450046253469
12      0.807631822386679	0.874213691026827
13      0.822641073080481	0.873172987974098
14      0.803353376503238	0.859042553191489
15      0.814176688251619	0.86440795559667
16      0.836586493987049	0.87627197039778
17      0.820513413506013	0.861216466234967
18      0.830087881591119	0.856891766882516
19      0.82377428307123	0.869935245143386
20      0.824745605920444	0.862349676225717

