x-axis  iteracoes           pares por instancia
1       0.955434782608696	0.955434782608696
2       0.959782608695652	0.957608695652174
3       0.998913043478261	0.996739130434782
4       0.998913043478261	0.996739130434782
5       0.998913043478261	0.996739130434782
6       0.998913043478261	0.998913043478261
7       0.998913043478261	0.998913043478261
8       0.998913043478261	0.998913043478261
9       0.998913043478261	0.998913043478261
10      0.998913043478261	0.998913043478261
11      0.998913043478261	0.997826086956522
12      0.998913043478261	0.998913043478261
13      0.994565217391304	0.998913043478261
14      0.998913043478261	0.997826086956522
15      0.998913043478261	0.998913043478261
16      0.998913043478261	0.998913043478261
17      0.998913043478261	0.998913043478261
18      0.998913043478261	0.997826086956522
19      0.998913043478261	0.997826086956522
20      0.998913043478261	0.972294172062905

