x-axis  iteracoes           pares por instancia
1       0.94894578694332	0.94894578694332
2       0.961123671558704	0.96465346659919
3       0.972671305668016	0.960813259109312
4       0.977876518218623	0.965445470647773
5       0.978790169534413	0.967025177125506
6       0.98228770242915	0.957644863360324
7       0.98366453694332	0.958907009109312
8       0.982902011639676	0.956004428137652
9       0.984208059210526	0.958990005060728
10      0.982824202935223	0.956698380566802
11      0.983459387651822	0.92956161437247
12      0.981382591093117	0.956528846153846
13      0.983082742914979	0.956835526315789
14      0.982388474190283	0.962280996963563
15      0.984014233299595	0.963769167510121
16      0.982919281376518	0.959523342611336
17      0.98432072368421	0.964844888663968
18      0.983451733299595	0.968783147773279
19      0.983830212550607	0.961973114878542
20      0.983996647267206	0.963646381578947

