x-axis  iteracoes           pares por instancia
1       0.838109161793372	0.838109161793372
2       0.879727095516569	0.826218323586745
3       0.920857699805068	0.904385964912281
4       0.913840155945419	0.921052631578947
5       0.926218323586745	0.947173489278752
6       0.924561403508772	0.885769980506823
7       0.908771929824562	0.914912280701754
8       0.928070175438597	0.88859649122807
9       0.917446393762183	0.884892787524366
10      0.924561403508772	0.88859649122807
11      0.917446393762183	0.912768031189084
12      0.917446393762183	0.893859649122807
13      0.917446393762183	0.893859649122807
14      0.917446393762183	0.891228070175439
15      0.917446393762183	0.881189083820663
16      0.917446393762183	0.877485380116959
17      0.913937621832359	0.880116959064327
18      0.917446393762183	0.880116959064327
19      0.913937621832359	0.920662768031189
20      0.917446393762183	0.918031189083821

